,graph_idx,dim,info
0,515,0,0.4144521951675415
1,515,1,0.3144040107727051
2,515,2,0.1187315285205841
3,515,3,0.008998442441225052
4,515,4,0.011591042391955853
5,515,5,0.009331430308520794
6,515,6,0.009457331150770187
7,515,7,0.011368188075721264
8,515,8,0.014677594415843487
9,515,9,0.012072992511093616
10,515,10,0.013711340725421906
11,515,11,0.01631947234272957
12,515,12,0.016347946599125862
13,515,13,0.008992559276521206
14,515,14,0.009863270446658134
15,515,15,0.009680655784904957
16,525,0,0.5180637836456299
17,525,1,0.2069394737482071
18,525,2,0.13268446922302246
19,525,3,0.009772970341145992
20,525,4,0.014768557623028755
21,525,5,0.012838337570428848
22,525,6,0.011594089679419994
23,525,7,0.0088992640376091
24,525,8,0.009285935200750828
25,525,9,0.009592629037797451
26,525,10,0.005152181722223759
27,525,11,0.006775932386517525
28,525,12,0.011711479164659977
29,525,13,0.011211450211703777
30,525,14,0.020380666479468346
31,525,15,0.010328782722353935
32,528,0,0.3394449055194855
33,528,1,0.3884141445159912
34,528,2,0.096430703997612
35,528,3,0.011463128961622715
36,528,4,0.016196804121136665
37,528,5,0.023642968386411667
38,528,6,0.0076781646348536015
39,528,7,0.013207139447331429
40,528,8,0.01708151586353779
41,528,9,0.012288074940443039
42,528,10,0.009892766363918781
43,528,11,0.013934673741459846
44,528,12,0.012577959336340427
45,528,13,0.010418416932225227
46,528,14,0.015299387276172638
47,528,15,0.012029250152409077
48,543,0,0.4173009991645813
49,543,1,0.2974426746368408
50,543,2,0.07468383014202118
51,543,3,0.012458492070436478
52,543,4,0.01370999589562416
53,543,5,0.014522762969136238
54,543,6,0.020024660974740982
55,543,7,0.01793499104678631
56,543,8,0.013953705318272114
57,543,9,0.01437399722635746
58,543,10,0.017174838110804558
59,543,11,0.01565634272992611
60,543,12,0.018507376313209534
61,543,13,0.012421905994415283
62,543,14,0.02435881271958351
63,543,15,0.015474619343876839
64,550,0,0.3995347023010254
65,550,1,0.3444940447807312
66,550,2,0.09276466816663742
67,550,3,0.012886486016213894
68,550,4,0.010747873224318027
69,550,5,0.01138962060213089
70,550,6,0.01990964449942112
71,550,7,0.010646692477166653
72,550,8,0.014988796785473824
73,550,9,0.011511880904436111
74,550,10,0.008154649287462234
75,550,11,0.01364463847130537
76,550,12,0.007776626851409674
77,550,13,0.013722163625061512
78,550,14,0.011468317359685898
79,550,15,0.01635918579995632
80,552,0,0.5041640996932983
81,552,1,0.25672250986099243
82,552,2,0.07526928186416626
83,552,3,0.009840640239417553
84,552,4,0.010426633059978485
85,552,5,0.008617127314209938
86,552,6,0.010271547362208366
87,552,7,0.009842155501246452
88,552,8,0.01170470379292965
89,552,9,0.017856113612651825
90,552,10,0.013624335639178753
91,552,11,0.011900709010660648
92,552,12,0.01614966243505478
93,552,13,0.012881741859018803
94,552,14,0.01816224493086338
95,552,15,0.012566518038511276
96,554,0,0.2829909324645996
97,554,1,0.44366753101348877
98,554,2,0.0984334796667099
99,554,3,0.00923618022352457
100,554,4,0.012479358352720737
101,554,5,0.011787489987909794
102,554,6,0.013981468975543976
103,554,7,0.014454968273639679
104,554,8,0.01644234172999859
105,554,9,0.012591850943863392
106,554,10,0.011827193200588226
107,554,11,0.012440389953553677
108,554,12,0.02355806902050972
109,554,13,0.013638843782246113
110,554,14,0.011779402382671833
111,554,15,0.010690500028431416
112,555,0,0.41223418712615967
113,555,1,0.3258480727672577
114,555,2,0.08514014631509781
115,555,3,0.013033104129135609
116,555,4,0.02431710809469223
117,555,5,0.013561251573264599
118,555,6,0.009258586913347244
119,555,7,0.01096194889396429
120,555,8,0.008190453983843327
121,555,9,0.011046969331800938
122,555,10,0.01387227512896061
123,555,11,0.017786430194973946
124,555,12,0.014710638672113419
125,555,13,0.01656547747552395
126,555,14,0.014506159350275993
127,555,15,0.0089672040194273
128,560,0,0.43906667828559875
129,560,1,0.31911569833755493
130,560,2,0.0934908390045166
131,560,3,0.009230848401784897
132,560,4,0.01673247665166855
133,560,5,0.008993229828774929
134,560,6,0.014907291159033775
135,560,7,0.01015101745724678
136,560,8,0.008621305227279663
137,560,9,0.012849078513681889
138,560,10,0.007699069567024708
139,560,11,0.012571971863508224
140,560,12,0.007097102701663971
141,560,13,0.010246753692626953
142,560,14,0.01294894702732563
143,560,15,0.016277672722935677
144,562,0,0.28695839643478394
145,562,1,0.3195827305316925
146,562,2,0.11406856775283813
147,562,3,0.018741613253951073
148,562,4,0.018305929377675056
149,562,5,0.02268322929739952
150,562,6,0.02413237653672695
151,562,7,0.022481974214315414
152,562,8,0.019115924835205078
153,562,9,0.02377907559275627
154,562,10,0.02640645019710064
155,562,11,0.022819794714450836
