,topk,alpha_topk,alpha_sparsity,alpha_gt_acc,alpha_pred_acc,alpha_kld
134,14,6.0,0.1538461595773697,1.0,1.0,0.09265690296888351
135,15,6.0,0.1538461595773697,1.0,1.0,0.09265690296888351
136,16,6.0,0.1538461595773697,1.0,1.0,0.09265690296888351
137,17,6.0,0.1538461595773697,1.0,1.0,0.09265690296888351
138,18,6.0,0.1538461595773697,1.0,1.0,0.09265690296888351
139,19,6.0,0.1538461595773697,1.0,1.0,0.09265690296888351
140,0,0.0,0.0,0.0,0.0,3.1662583351135254
141,1,1.0,0.0026385225355625153,0.0,0.0,2.6177608966827393
142,2,2.0,0.0052770450711250305,1.0,1.0,0.1864720731973648
143,3,3.0,0.007915567606687546,0.0,0.0,1.453301191329956
144,4,4.0,0.010554090142250061,0.0,0.0,1.941215991973877
145,5,5.0,0.013192611746490002,1.0,1.0,0.012179851531982422
146,6,6.0,0.01583113521337509,1.0,1.0,0.0029035471379756927
147,7,7.0,0.018469657748937607,1.0,1.0,0.1877862811088562
148,8,8.0,0.021108180284500122,1.0,1.0,0.017007343471050262
149,9,9.0,0.023746700957417488,1.0,1.0,0.003953620791435242
150,10,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
151,11,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
152,12,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
153,13,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
154,14,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
155,15,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
156,16,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
157,17,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
158,18,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
159,19,10.0,0.026385223492980003,1.0,1.0,0.001722976565361023
160,0,0.0,0.0,0.0,0.0,3.398686647415161
161,1,1.0,0.0026525198481976986,0.0,0.0,2.834723472595215
162,2,2.0,0.005305039696395397,0.0,0.0,4.345279693603516
163,3,3.0,0.007957560010254383,0.0,0.0,1.619715690612793
164,4,4.0,0.010610079392790794,0.0,0.0,2.124915599822998
165,5,5.0,0.01326259970664978,1.0,1.0,0.0030125025659799576
166,6,6.0,0.015915120020508766,1.0,1.0,0.005851151421666145
167,7,7.0,0.018567638471722603,1.0,1.0,0.005851151421666145
168,8,7.0,0.018567638471722603,1.0,1.0,0.005851151421666145
169,9,7.0,0.018567638471722603,1.0,1.0,0.005851151421666145
170,10,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
171,11,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
172,12,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
173,13,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
174,14,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
175,15,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
176,16,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
177,17,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
178,18,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
179,19,10.0,0.02652519941329956,1.0,1.0,0.0020717233419418335
180,0,0.0,0.0,1.0,1.0,0.3585415184497833
181,1,1.0,0.1428571492433548,1.0,1.0,0.06480342149734497
182,2,2.0,0.2857142984867096,0.0,0.0,0.9634533524513245
183,3,3.0,0.4285714328289032,0.0,0.0,1.153641939163208
184,4,4.0,0.5714285969734192,1.0,1.0,0.058094508945941925
185,5,4.0,0.5714285969734192,1.0,1.0,0.058094508945941925
186,6,4.0,0.5714285969734192,1.0,1.0,0.058094508945941925
187,7,7.0,1.0,1.0,1.0,0.0
188,8,7.0,1.0,1.0,1.0,0.0
189,9,7.0,1.0,1.0,1.0,0.0
190,10,7.0,1.0,1.0,1.0,0.0
191,11,7.0,1.0,1.0,1.0,0.0
192,12,7.0,1.0,1.0,1.0,0.0
193,13,7.0,1.0,1.0,1.0,0.0
194,14,7.0,1.0,1.0,1.0,0.0
195,15,7.0,1.0,1.0,1.0,0.0
196,16,7.0,1.0,1.0,1.0,0.0
197,17,7.0,1.0,1.0,1.0,0.0
198,18,7.0,1.0,1.0,1.0,0.0
199,19,7.0,1.0,1.0,1.0,0.0
200,0,0.0,0.0,0.0,0.0,3.394047975540161
201,1,1.0,0.005319148767739534,0.0,0.0,2.8300039768218994
202,2,2.0,0.010638297535479069,0.0,0.0,4.341809272766113
203,3,3.0,0.01595744676887989,0.0,0.0,1.6156916618347168
204,4,4.0,0.021276595070958138,0.0,0.0,2.1212069988250732
205,5,5.0,0.026595745235681534,1.0,1.0,0.00304277241230011
206,6,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
207,7,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
208,8,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
209,9,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
210,10,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
211,11,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
212,12,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
213,13,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
214,14,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
215,15,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
216,16,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
217,17,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
218,18,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
219,19,6.0,0.03191489353775978,1.0,1.0,0.005473552271723747
220,0,0.0,0.0,0.0,0.0,0.9357645511627197
221,1,1.0,0.04545454680919647,0.0,0.0,2.072115898132324
222,2,2.0,0.09090909361839294,0.0,0.0,3.374666929244995
223,3,3.0,0.13636364042758942,0.0,0.0,2.913912057876587
224,4,4.0,0.1818181872367859,0.0,0.0,0.5557776093482971
225,5,5.0,0.22727273404598236,1.0,1.0,0.00982663407921791
226,6,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
227,7,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
228,8,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
229,9,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
230,10,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
231,11,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
232,12,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
233,13,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
234,14,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
235,15,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
236,16,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
237,17,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
238,18,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
239,19,6.0,0.27272728085517883,1.0,1.0,0.002310512587428093
240,0,0.0,0.0,0.0,0.0,3.177905797958374
241,1,1.0,0.07692307978868484,0.0,0.0,2.6248185634613037
242,2,2.0,0.1538461595773697,0.0,0.0,4.157795429229736
243,3,3.0,0.23076923191547394,0.0,0.0,1.4574718475341797
244,4,4.0,0.3076923191547394,1.0,1.0,0.001046694815158844
245,5,5.0,0.38461539149284363,1.0,1.0,0.014149146154522896
246,6,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
247,7,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
248,8,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
249,9,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
250,10,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
251,11,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
252,12,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
253,13,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
254,14,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
255,15,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
256,16,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
257,17,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
258,18,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
259,19,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
260,0,0.0,0.0,0.0,0.0,0.9605353474617004
261,1,1.0,0.07692307978868484,0.0,0.0,2.1091718673706055
262,2,2.0,0.1538461595773697,0.0,0.0,3.414827585220337
263,3,3.0,0.23076923191547394,0.0,0.0,2.9558606147766113
264,4,4.0,0.3076923191547394,0.0,0.0,0.5727172493934631
265,5,5.0,0.38461539149284363,1.0,1.0,0.008363839238882065
266,6,6.0,0.4615384638309479,1.0,1.0,0.0021257400512695312
267,7,6.0,0.4615384638309479,1.0,1.0,0.0021257400512695312
268,8,6.0,0.4615384638309479,1.0,1.0,0.0021257400512695312
269,9,6.0,0.4615384638309479,1.0,1.0,0.0021257400512695312
270,10,6.0,0.4615384638309479,1.0,1.0,0.0021257400512695312
271,11,6.0,0.4615384638309479,1.0,1.0,0.0021257400512695312
272,12,6.0,0.4615384638309479,1.0,1.0,0.0021257400512695312
273,13,13.0,1.0,1.0,1.0,-2.9802322387695312e-08
274,14,13.0,1.0,1.0,1.0,-2.9802322387695312e-08
275,15,13.0,1.0,1.0,1.0,-2.9802322387695312e-08
276,16,13.0,1.0,1.0,1.0,-2.9802322387695312e-08
277,17,13.0,1.0,1.0,1.0,-2.9802322387695312e-08
278,18,13.0,1.0,1.0,1.0,-2.9802322387695312e-08
279,19,13.0,1.0,1.0,1.0,-2.9802322387695312e-08
280,0,0.0,0.0,0.0,0.0,0.9449877738952637
281,1,1.0,0.05882352963089943,0.0,0.0,2.085948944091797
282,2,2.0,0.11764705926179886,0.0,0.0,3.3897058963775635
283,3,3.0,0.1764705926179886,0.0,0.0,2.9295942783355713
284,4,4.0,0.23529411852359772,0.0,0.0,0.5620803236961365
285,5,5.0,0.29411765933036804,1.0,1.0,0.00922456756234169
286,6,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
287,7,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
288,8,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
289,9,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
290,10,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
291,11,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
292,12,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
293,13,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
294,14,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
295,15,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
296,16,6.0,0.3529411852359772,1.0,1.0,0.002180088311433792
297,17,17.0,1.0,1.0,1.0,2.9802322387695312e-08
298,18,17.0,1.0,1.0,1.0,2.9802322387695312e-08
299,19,17.0,1.0,1.0,1.0,2.9802322387695312e-08
300,0,0.0,0.0,0.0,0.0,3.177905797958374
301,1,1.0,0.06666667014360428,0.0,0.0,2.6248185634613037
302,2,2.0,0.13333334028720856,0.0,0.0,4.157795429229736
303,3,3.0,0.20000000298023224,0.0,0.0,1.4574718475341797
304,4,4.0,0.2666666805744171,1.0,1.0,0.001046694815158844
305,5,5.0,0.3333333432674408,1.0,1.0,0.014149146154522896
306,6,6.0,0.4000000059604645,1.0,1.0,0.0033593662083148956
307,7,7.0,0.46666666865348816,1.0,1.0,0.004311859607696533
308,8,7.0,0.46666666865348816,1.0,1.0,0.004311859607696533
309,9,7.0,0.46666666865348816,1.0,1.0,0.004311859607696533
310,10,7.0,0.46666666865348816,1.0,1.0,0.004311859607696533
311,11,7.0,0.46666666865348816,1.0,1.0,0.004311859607696533
312,12,7.0,0.46666666865348816,1.0,1.0,0.004311859607696533
313,13,7.0,0.46666666865348816,1.0,1.0,0.004311859607696533
314,14,7.0,0.46666666865348816,1.0,1.0,0.004311859607696533
315,15,15.0,1.0,1.0,1.0,-2.2351741790771484e-08
316,16,15.0,1.0,1.0,1.0,-2.2351741790771484e-08
317,17,15.0,1.0,1.0,1.0,-2.2351741790771484e-08
318,18,15.0,1.0,1.0,1.0,-2.2351741790771484e-08
319,19,15.0,1.0,1.0,1.0,-2.2351741790771484e-08
320,0,0.0,0.0,0.0,0.0,3.3588922023773193
321,1,1.0,0.006493506487458944,0.0,0.0,2.7956390380859375
322,2,2.0,0.012987012974917889,0.0,0.0,4.313333034515381
323,3,3.0,0.019480518996715546,0.0,0.0,1.587998390197754
324,4,4.0,0.025974025949835777,0.0,0.0,2.0938172340393066
325,5,5.0,0.03246753290295601,1.0,1.0,0.003505140542984009
326,6,6.0,0.03896103799343109,1.0,1.0,0.0034405067563056946
327,7,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
328,8,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
329,9,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
330,10,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
331,11,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
332,12,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
333,13,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
334,14,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
335,15,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
336,16,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
337,17,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
338,18,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
339,19,7.0,0.04545454680919647,1.0,1.0,0.0007849633693695068
340,0,0.0,0.0,0.0,0.0,3.177905797958374
341,1,1.0,0.07692307978868484,0.0,0.0,2.6248185634613037
342,2,2.0,0.1538461595773697,0.0,0.0,4.157795429229736
343,3,3.0,0.23076923191547394,0.0,0.0,1.4574718475341797
344,4,4.0,0.3076923191547394,1.0,1.0,0.001046694815158844
345,5,5.0,0.38461539149284363,1.0,1.0,0.014149146154522896
346,6,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
347,7,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
348,8,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
349,9,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
350,10,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
351,11,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
352,12,6.0,0.4615384638309479,1.0,1.0,0.0033593662083148956
353,13,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
354,14,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
355,15,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
356,16,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
357,17,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
358,18,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
359,19,13.0,1.0,1.0,1.0,-2.2351741790771484e-08
360,0,0.0,0.0,1.0,1.0,0.3585415184497833
361,1,1.0,0.1428571492433548,1.0,1.0,0.06480342149734497
362,2,2.0,0.2857142984867096,0.0,0.0,0.9634533524513245
363,3,3.0,0.4285714328289032,0.0,0.0,1.153641939163208
364,4,4.0,0.5714285969734192,1.0,1.0,0.058094508945941925
365,5,4.0,0.5714285969734192,1.0,1.0,0.058094508945941925
366,6,4.0,0.5714285969734192,1.0,1.0,0.058094508945941925
367,7,7.0,1.0,1.0,1.0,0.0
368,8,7.0,1.0,1.0,1.0,0.0
369,9,7.0,1.0,1.0,1.0,0.0
370,10,7.0,1.0,1.0,1.0,0.0
371,11,7.0,1.0,1.0,1.0,0.0
372,12,7.0,1.0,1.0,1.0,0.0
373,13,7.0,1.0,1.0,1.0,0.0
374,14,7.0,1.0,1.0,1.0,0.0
375,15,7.0,1.0,1.0,1.0,0.0
376,16,7.0,1.0,1.0,1.0,0.0
377,17,7.0,1.0,1.0,1.0,0.0
378,18,7.0,1.0,1.0,1.0,0.0
379,19,7.0,1.0,1.0,1.0,0.0
380,0,0.0,0.0,1.0,1.0,0.3648703992366791
381,1,1.0,0.05882352963089943,1.0,1.0,0.06326479464769363
382,2,2.0,0.11764705926179886,0.0,0.0,2.2154924869537354
383,3,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
384,4,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
385,5,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
386,6,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
387,7,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
388,8,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
389,9,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
390,10,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
391,11,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
392,12,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
393,13,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
394,14,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
395,15,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
396,16,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
397,17,17.0,1.0,1.0,1.0,-1.4901161193847656e-08
398,18,17.0,1.0,1.0,1.0,-1.4901161193847656e-08
399,19,17.0,1.0,1.0,1.0,-1.4901161193847656e-08
400,0,0.0,0.0,0.0,0.0,2.335265874862671
401,1,1.0,0.032258063554763794,0.0,0.0,1.8651474714279175
402,2,2.0,0.06451612710952759,1.0,1.0,0.027342505753040314
403,3,3.0,0.09677419066429138,1.0,1.0,0.03682902455329895
404,4,4.0,0.12903225421905518,1.0,1.0,0.10580584406852722
405,5,5.0,0.16129031777381897,1.0,1.0,0.20916809141635895
406,6,6.0,0.19354838132858276,1.0,1.0,0.15078644454479218
407,7,7.0,0.22580644488334656,1.0,1.0,0.15787002444267273
408,8,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
409,9,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
410,10,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
411,11,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
412,12,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
413,13,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
414,14,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
415,15,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
416,16,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
417,17,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
418,18,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
419,19,8.0,0.25806450843811035,1.0,1.0,0.5638164281845093
420,0,0.0,0.0,0.0,0.0,3.177905797958374
