,graph_idx,dim,info
0,515,0,0.10653963685035706
1,515,1,0.184031143784523
2,515,2,0.5635038018226624
3,515,3,0.012480429373681545
4,515,4,0.012511774897575378
5,515,5,0.010248992592096329
6,515,6,0.008163471706211567
7,515,7,0.01466295775026083
8,515,8,0.009866638109087944
9,515,9,0.011523867957293987
10,515,10,0.008944123052060604
11,515,11,0.009246493689715862
12,515,12,0.014303031377494335
13,515,13,0.011623037047684193
14,515,14,0.010875621810555458
15,515,15,0.01147495862096548
16,525,0,0.19807082414627075
17,525,1,0.1997266709804535
18,525,2,0.448368102312088
19,525,3,0.009626582264900208
20,525,4,0.008847232908010483
21,525,5,0.01951499469578266
22,525,6,0.01299827266484499
23,525,7,0.014471834525465965
24,525,8,0.008857840672135353
25,525,9,0.010928195901215076
26,525,10,0.0077881887555122375
27,525,11,0.01618070900440216
28,525,12,0.007964324206113815
29,525,13,0.012670845724642277
30,525,14,0.012893876060843468
31,525,15,0.01109149120748043
32,528,0,0.30065858364105225
33,528,1,0.18192782998085022
34,528,2,0.24716390669345856
35,528,3,0.013688848353922367
36,528,4,0.016249913722276688
37,528,5,0.020459815859794617
38,528,6,0.02092447131872177
39,528,7,0.013474971055984497
40,528,8,0.02272568829357624
41,528,9,0.02242981269955635
42,528,10,0.02040105126798153
43,528,11,0.021437639370560646
44,528,12,0.03353094682097435
45,528,13,0.024064986035227776
46,528,14,0.027769235894083977
47,528,15,0.013092314824461937
48,543,0,0.16357210278511047
49,543,1,0.22376929223537445
50,543,2,0.3666938841342926
51,543,3,0.01835157535970211
52,543,4,0.019431911408901215
53,543,5,0.020593827590346336
54,543,6,0.01582290604710579
55,543,7,0.018915582448244095
56,543,8,0.023799870163202286
57,543,9,0.01897173561155796
58,543,10,0.020586058497428894
59,543,11,0.01851014792919159
60,543,12,0.016162650659680367
61,543,13,0.016215980052947998
62,543,14,0.0175029169768095
63,543,15,0.02109956182539463
64,550,0,0.2637971043586731
65,550,1,0.19851693511009216
66,550,2,0.4067191779613495
67,550,3,0.01040271483361721
68,550,4,0.006887703202664852
69,550,5,0.010059981606900692
70,550,6,0.011155776679515839
71,550,7,0.012572061270475388
72,550,8,0.010650640353560448
73,550,9,0.010640489868819714
74,550,10,0.007423939183354378
75,550,11,0.011664369143545628
76,550,12,0.012107308954000473
77,550,13,0.008691640570759773
78,550,14,0.00876593217253685
79,550,15,0.009944225661456585
80,552,0,0.1886361837387085
81,552,1,0.17024877667427063
82,552,2,0.4513024687767029
83,552,3,0.01976826600730419
84,552,4,0.018316520377993584
85,552,5,0.00829334743320942
86,552,6,0.014615594409406185
87,552,7,0.00961014162749052
88,552,8,0.01610550656914711
89,552,9,0.018242912366986275
90,552,10,0.01522219181060791
91,552,11,0.007896673865616322
92,552,12,0.01785237155854702
93,552,13,0.012296891771256924
94,552,14,0.01678980328142643
95,552,15,0.014802344143390656
96,554,0,0.1692167967557907
97,554,1,0.14421629905700684
98,554,2,0.5465127229690552
99,554,3,0.009990526363253593
100,554,4,0.011919244192540646
101,554,5,0.013238600455224514
102,554,6,0.013247496448457241
103,554,7,0.015194006264209747
104,554,8,0.007202808279544115
105,554,9,0.011490577831864357
106,554,10,0.011828062124550343
107,554,11,0.008811278268694878
108,554,12,0.011529496870934963
109,554,13,0.00685364892706275
110,554,14,0.008089607581496239
111,554,15,0.010658822022378445
112,555,0,0.26992714405059814
113,555,1,0.1925809532403946
114,555,2,0.4136869013309479
115,555,3,0.007437564432621002
116,555,4,0.007916691713035107
117,555,5,0.012760193087160587
118,555,6,0.00981182511895895
119,555,7,0.009494625963270664
120,555,8,0.013355270028114319
121,555,9,0.008274020627140999
122,555,10,0.0063708205707371235
123,555,11,0.010043323040008545
124,555,12,0.010852556675672531
125,555,13,0.011261507868766785
126,555,14,0.005018132738769054
127,555,15,0.011208473704755306
128,560,0,0.37634986639022827
129,560,1,0.11591972410678864
130,560,2,0.34793344140052795
131,560,3,0.007746309507638216
132,560,4,0.01449024397879839
133,560,5,0.022173818200826645
134,560,6,0.008830659091472626
135,560,7,0.011792615056037903
136,560,8,0.011146020144224167
137,560,9,0.012926037423312664
138,560,10,0.01256607472896576
139,560,11,0.010359734296798706
140,560,12,0.012762646190822124
141,560,13,0.01780686527490616
142,560,14,0.009104186668992043
143,560,15,0.008091773837804794
144,562,0,0.18394359946250916
145,562,1,0.2063821703195572
146,562,2,0.3990429937839508
147,562,3,0.014262263663113117
148,562,4,0.015359739772975445
149,562,5,0.01929589919745922
150,562,6,0.017108548432588577
151,562,7,0.015190312638878822
152,562,8,0.01610494963824749
153,562,9,0.017357993870973587
154,562,10,0.014910467900335789
155,562,11,0.010007367469370365
156,562,12,0.022413088008761406
157,562,13,0.020019205287098885
158,562,14,0.012505856342613697
159,562,15,0.016095561906695366
160,565,0,0.17273558676242828
161,565,1,0.2258436381816864
162,565,2,0.439103364944458
163,565,3,0.007781751919537783
164,565,4,0.009266506880521774
165,565,5,0.011368769221007824
166,565,6,0.015270132571458817
167,565,7,0.006342582404613495
168,565,8,0.010865087620913982
169,565,9,0.024376949295401573
170,565,10,0.015081916004419327
171,565,11,0.013887455686926842
172,565,12,0.013770554214715958
173,565,13,0.00770708080381155
174,565,14,0.012379207648336887
175,565,15,0.014219420962035656
176,574,0,0.23775561153888702
177,574,1,0.20450426638126373
178,574,2,0.3542763590812683
179,574,3,0.014174395240843296
180,574,4,0.017519794404506683
181,574,5,0.02307887002825737
182,574,6,0.01432963740080595
183,574,7,0.011681048199534416
184,574,8,0.015434104949235916
185,574,9,0.017153020948171616
186,574,10,0.016869794577360153
187,574,11,0.00888906791806221
188,574,12,0.015963230282068253
189,574,13,0.01882927678525448
190,574,14,0.020211638882756233
191,574,15,0.009329906664788723
192,581,0,0.2079521268606186
193,581,1,0.14737534523010254
194,581,2,0.4419998228549957
195,581,3,0.020044373348355293
196,581,4,0.017756855115294456
197,581,5,0.01392639521509409
198,581,6,0.01279579009860754
199,581,7,0.01145000010728836
200,581,8,0.01977805234491825
201,581,9,0.010679120197892189
202,581,10,0.016886955127120018
203,581,11,0.018749719485640526
204,581,12,0.018345952033996582
205,581,13,0.015489733777940273
206,581,14,0.012269947677850723
207,581,15,0.014499826356768608
208,589,0,0.25619763135910034
209,589,1,0.17736497521400452
210,589,2,0.40104445815086365
211,589,3,0.012947974726557732
212,589,4,0.017318930476903915
213,589,5,0.014863941818475723
214,589,6,0.012654551304876804
215,589,7,0.012541964650154114
216,589,8,0.011001618579030037
217,589,9,0.00973526667803526
218,589,10,0.01816681958734989
219,589,11,0.01347753033041954
220,589,12,0.009672497399151325
221,589,13,0.012245054356753826
222,589,14,0.011126161552965641
223,589,15,0.009640614502131939
224,594,0,0.19636785984039307
225,594,1,0.21279862523078918
226,594,2,0.3872866928577423
227,594,3,0.017787588760256767
228,594,4,0.010165547952055931
229,594,5,0.01558434683829546
230,594,6,0.01364027801901102
231,594,7,0.02236420474946499
232,594,8,0.016794353723526
233,594,9,0.01683410443365574
234,594,10,0.01185415219515562
235,594,11,0.016945935785770416
236,594,12,0.010553513653576374
237,594,13,0.013295243494212627
238,594,14,0.013937083072960377
239,594,15,0.023790456354618073
240,606,0,0.26893237233161926
241,606,1,0.14048324525356293
242,606,2,0.43026888370513916
243,606,3,0.011850208044052124
244,606,4,0.01192814577370882
245,606,5,0.015552500262856483
246,606,6,0.00891730934381485
247,606,7,0.010777344927191734
248,606,8,0.012500502169132233
249,606,9,0.016885481774806976
250,606,10,0.009310895577073097
251,606,11,0.011467095464468002
252,606,12,0.0161553006619215
253,606,13,0.01234706211835146
254,606,14,0.011467095464468002
255,606,15,0.01115656178444624
256,610,0,0.2794678807258606
257,610,1,0.2401401549577713
258,610,2,0.34744876623153687
259,610,3,0.009721936658024788
260,610,4,0.00789193157106638
261,610,5,0.009678490459918976
262,610,6,0.007578592281788588
263,610,7,0.006796561181545258
264,610,8,0.009472845122218132
265,610,9,0.012607025913894176
266,610,10,0.015874704346060753
267,610,11,0.009906517341732979
268,610,12,0.015526608563959599
269,610,13,0.010138493031263351
270,610,14,0.007063820958137512
271,610,15,0.010685651563107967
272,611,0,0.1950269341468811
273,611,1,0.2139592170715332
274,611,2,0.458066463470459
275,611,3,0.009284802712500095
276,611,4,0.00983972568064928
277,611,5,0.010673576034605503
278,611,6,0.008596907369792461
279,611,7,0.00816699955612421
280,611,8,0.009154762141406536
281,611,9,0.006348527502268553
282,611,10,0.009765177965164185
283,611,11,0.007968693040311337
284,611,12,0.01038690097630024
285,611,13,0.016144277527928352
286,611,14,0.013943851925432682
287,611,15,0.012673183344304562
288,617,0,0.21621276438236237
289,617,1,0.23190604150295258
290,617,2,0.32286202907562256
291,617,3,0.013980444520711899
292,617,4,0.015341343358159065
293,617,5,0.029579466208815575
294,617,6,0.027950849384069443
295,617,7,0.013921323232352734
296,617,8,0.012677551247179508
297,617,9,0.015993347391486168
298,617,10,0.01637094095349312
299,617,11,0.01648416370153427
300,617,12,0.018335876986384392
301,617,13,0.01834089681506157
302,617,14,0.012991003692150116
303,617,15,0.017051948234438896
304,623,0,0.20821265876293182
305,623,1,0.2008907049894333
306,623,2,0.40654629468917847
307,623,3,0.011467664502561092
308,623,4,0.018154067918658257
309,623,5,0.012754632160067558
310,623,6,0.01477686408907175
311,623,7,0.015994805842638016
312,623,8,0.018744630739092827
313,623,9,0.01933826319873333
314,623,10,0.010886816307902336
315,623,11,0.012439154088497162
316,623,12,0.016340451315045357
317,623,13,0.01245193649083376
318,623,14,0.008851290680468082
319,623,15,0.012149752117693424
320,626,0,0.24484461545944214
321,626,1,0.1231907457113266
322,626,2,0.464816689491272
323,626,3,0.01008229237049818
324,626,4,0.009099380113184452
325,626,5,0.011504311114549637
326,626,6,0.01728587970137596
327,626,7,0.012529242783784866
328,626,8,0.013287699781358242
329,626,9,0.013036982156336308
330,626,10,0.01562820002436638
331,626,11,0.014090277254581451
332,626,12,0.010215004906058311
333,626,13,0.011341134086251259
334,626,14,0.011945868842303753
335,626,15,0.017101693898439407
336,631,0,0.24187752604484558
337,631,1,0.1738305389881134
338,631,2,0.36569181084632874
339,631,3,0.015499269589781761
340,631,4,0.019927844405174255
341,631,5,0.012272604741156101
342,631,6,0.013382790610194206
343,631,7,0.020600782707333565
344,631,8,0.02224498614668846
345,631,9,0.018802518025040627
346,631,10,0.013414849527180195
347,631,11,0.014246895909309387
348,631,12,0.01618378423154354
349,631,13,0.0167231447994709
350,631,14,0.01924184337258339
351,631,15,0.016058815643191338
352,633,0,0.18106769025325775
353,633,1,0.16709357500076294
354,633,2,0.4955978989601135
