,dim,info
0,1,0.0
1,2,0.0
2,3,0.10000000149011612
3,4,0.10000000149011612
4,5,0.0
5,6,-0.10000000149011612
6,7,0.0
7,8,0.0
8,9,0.20000000298023224
9,10,0.10000000149011612
10,11,0.10000000149011612
11,12,0.0
12,13,0.10000000149011612
13,14,0.0
14,15,0.10000000149011612
15,16,0.10000000149011612
