,sparsity,alpha_topk,alpha_sparsity,alpha_gt_acc,alpha_pred_acc,alpha_kld
380,0.0,0.0,0.0,,1.0,2.2351741790771484e-08
381,0.05,0.0,0.0,,1.0,2.2351741790771484e-08
382,0.1,0.0,0.0,,1.0,2.2351741790771484e-08
383,0.15000000000000002,0.0,0.0,,1.0,2.2351741790771484e-08
384,0.2,0.0,0.0,,1.0,2.2351741790771484e-08
385,0.25,0.0,0.0,,1.0,2.2351741790771484e-08
386,0.30000000000000004,0.0,0.0,,1.0,2.2351741790771484e-08
387,0.35000000000000003,0.0,0.0,,1.0,2.2351741790771484e-08
388,0.4,0.0,0.0,,1.0,2.2351741790771484e-08
389,0.45,0.0,0.0,,1.0,2.2351741790771484e-08
390,0.5,0.0,0.0,,1.0,2.2351741790771484e-08
391,0.55,0.0,0.0,,1.0,2.2351741790771484e-08
392,0.6000000000000001,0.0,0.0,,1.0,2.2351741790771484e-08
393,0.65,0.0,0.0,,1.0,2.2351741790771484e-08
394,0.7000000000000001,0.0,0.0,,1.0,2.2351741790771484e-08
395,0.75,0.0,0.0,,1.0,2.2351741790771484e-08
396,0.8,0.0,0.0,,1.0,2.2351741790771484e-08
397,0.8500000000000001,0.0,0.0,,1.0,2.2351741790771484e-08
398,0.9,0.0,0.0,,1.0,2.2351741790771484e-08
399,0.9500000000000001,0.0,0.0,,1.0,2.2351741790771484e-08
400,0.0,0.0,0.0,0.0,1.0,2.8870999813079834e-08
401,0.05,0.0,0.0,0.0,1.0,2.8870999813079834e-08
