,topk,alpha_topk,alpha_sparsity,alpha_gt_acc,alpha_pred_acc,alpha_kld
444,4,4.0,0.5,0.0,0.0,2.171438455581665
445,5,5.0,0.625,0.0,0.0,2.1338253021240234
446,6,6.0,0.75,1.0,1.0,0.1681186705827713
447,7,7.0,0.875,1.0,1.0,0.0008804984390735626
448,8,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
449,9,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
450,10,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
451,11,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
452,12,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
453,13,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
454,14,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
455,15,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
456,16,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
457,17,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
458,18,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
459,19,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
460,0,0.0,0.0,0.0,0.0,4.221336364746094
461,1,1.0,0.1428571492433548,0.0,0.0,4.385486602783203
462,2,2.0,0.2857142984867096,0.0,0.0,3.8059866428375244
463,3,3.0,0.4285714328289032,0.0,0.0,3.363752603530884
464,4,4.0,0.5714285969734192,0.0,0.0,2.1643314361572266
465,5,5.0,0.7142857313156128,1.0,1.0,0.01491050235927105
466,6,6.0,0.8571428656578064,1.0,1.0,1.4994293451309204e-07
467,7,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
468,8,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
469,9,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
470,10,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
471,11,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
472,12,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
473,13,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
474,14,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
475,15,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
476,16,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
477,17,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
478,18,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
479,19,7.0,1.0,1.0,1.0,-4.6566128730773926e-09
480,0,0.0,0.0,0.0,0.0,4.230648994445801
481,1,1.0,0.125,0.0,0.0,4.394968509674072
482,2,2.0,0.25,0.0,0.0,4.270780563354492
483,3,3.0,0.375,0.0,0.0,3.372168779373169
484,4,4.0,0.5,0.0,0.0,2.171438455581665
485,5,5.0,0.625,0.0,0.0,2.1338253021240234
486,6,6.0,0.75,1.0,1.0,0.1681186705827713
487,7,7.0,0.875,1.0,1.0,0.0008804984390735626
488,8,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
489,9,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
490,10,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
491,11,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
492,12,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
493,13,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
494,14,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
495,15,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
496,16,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
497,17,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
498,18,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
499,19,8.0,1.0,1.0,1.0,-2.6542693376541138e-08
500,0,0.0,0.0,0.0,0.0,4.046468257904053
501,1,1.0,0.0714285746216774,0.0,0.0,4.207097053527832
502,2,2.0,0.1428571492433548,0.0,0.0,3.640066385269165
503,3,3.0,0.2142857164144516,0.0,0.0,3.5629360675811768
504,4,4.0,0.2857142984867096,0.0,0.0,3.520289897918701
505,5,5.0,0.3571428656578064,0.0,0.0,3.319549083709717
506,6,6.0,0.4285714328289032,0.0,0.0,3.433135747909546
507,7,7.0,0.5,0.0,0.0,3.410414934158325
508,8,8.0,0.5714285969734192,0.0,0.0,3.429342746734619
509,9,9.0,0.6428571343421936,1.0,1.0,0.005906213074922562
510,10,10.0,0.7142857313156128,1.0,1.0,0.0014410801231861115
511,11,10.0,0.7142857313156128,1.0,1.0,0.0014410801231861115
512,12,12.0,0.8571428656578064,1.0,1.0,9.313225746154785e-09
513,13,13.0,0.9285714030265808,1.0,1.0,2.2351741790771484e-08
514,14,14.0,1.0,1.0,1.0,2.2351741790771484e-08
515,15,14.0,1.0,1.0,1.0,2.2351741790771484e-08
516,16,14.0,1.0,1.0,1.0,2.2351741790771484e-08
517,17,14.0,1.0,1.0,1.0,2.2351741790771484e-08
518,18,14.0,1.0,1.0,1.0,2.2351741790771484e-08
519,19,14.0,1.0,1.0,1.0,2.2351741790771484e-08
520,0,0.0,0.0,0.0,0.0,4.2311601638793945
521,1,1.0,0.1111111119389534,0.0,0.0,4.39548921585083
522,2,2.0,0.2222222238779068,0.0,0.0,3.815354347229004
523,3,3.0,0.3333333432674408,0.0,0.0,3.3726305961608887
524,4,4.0,0.4444444477558136,0.0,0.0,2.1718292236328125
525,5,5.0,0.5555555820465088,0.0,0.0,2.134213924407959
526,6,6.0,0.6666666865348816,0.0,0.0,2.144228935241699
527,7,7.0,0.7777777910232544,1.0,1.0,0.0009065279737114906
528,8,8.0,0.8888888955116272,1.0,1.0,1.3969838619232178e-07
529,9,9.0,1.0,1.0,1.0,2.6542693376541138e-08
530,10,9.0,1.0,1.0,1.0,2.6542693376541138e-08
531,11,9.0,1.0,1.0,1.0,2.6542693376541138e-08
532,12,9.0,1.0,1.0,1.0,2.6542693376541138e-08
533,13,9.0,1.0,1.0,1.0,2.6542693376541138e-08
534,14,9.0,1.0,1.0,1.0,2.6542693376541138e-08
535,15,9.0,1.0,1.0,1.0,2.6542693376541138e-08
536,16,9.0,1.0,1.0,1.0,2.6542693376541138e-08
537,17,9.0,1.0,1.0,1.0,2.6542693376541138e-08
538,18,9.0,1.0,1.0,1.0,2.6542693376541138e-08
539,19,9.0,1.0,1.0,1.0,2.6542693376541138e-08
540,0,0.0,0.0,0.0,0.0,4.231142044067383
541,1,1.0,0.1111111119389534,0.0,0.0,4.395471096038818
542,2,2.0,0.2222222238779068,0.0,0.0,4.271275997161865
543,3,3.0,0.3333333432674408,0.0,0.0,3.372614860534668
544,4,4.0,0.4444444477558136,0.0,0.0,2.1718156337738037
545,5,5.0,0.5555555820465088,1.0,1.0,0.0165693461894989
546,6,6.0,0.6666666865348816,1.0,1.0,0.1683027595281601
547,7,7.0,0.7777777910232544,1.0,1.0,0.0009056348353624344
548,8,8.0,0.8888888955116272,1.0,1.0,2.277083694934845e-07
549,9,9.0,1.0,1.0,1.0,0.0
550,10,9.0,1.0,1.0,1.0,0.0
551,11,9.0,1.0,1.0,1.0,0.0
552,12,9.0,1.0,1.0,1.0,0.0
553,13,9.0,1.0,1.0,1.0,0.0
554,14,9.0,1.0,1.0,1.0,0.0
555,15,9.0,1.0,1.0,1.0,0.0
556,16,9.0,1.0,1.0,1.0,0.0
557,17,9.0,1.0,1.0,1.0,0.0
558,18,9.0,1.0,1.0,1.0,0.0
559,19,9.0,1.0,1.0,1.0,0.0
560,0,0.0,0.0,0.0,0.0,4.231142044067383
561,1,1.0,0.1111111119389534,0.0,0.0,4.395471096038818
562,2,2.0,0.2222222238779068,0.0,0.0,4.271275997161865
563,3,3.0,0.3333333432674408,0.0,0.0,3.3726143836975098
564,4,4.0,0.4444444477558136,0.0,0.0,2.1718156337738037
565,5,5.0,0.5555555820465088,1.0,1.0,0.0165693461894989
566,6,6.0,0.6666666865348816,1.0,1.0,0.16830286383628845
567,7,7.0,0.7777777910232544,1.0,1.0,0.0009056348353624344
568,8,8.0,0.8888888955116272,1.0,1.0,2.277083694934845e-07
569,9,9.0,1.0,1.0,1.0,0.0
570,10,9.0,1.0,1.0,1.0,0.0
571,11,9.0,1.0,1.0,1.0,0.0
572,12,9.0,1.0,1.0,1.0,0.0
573,13,9.0,1.0,1.0,1.0,0.0
574,14,9.0,1.0,1.0,1.0,0.0
575,15,9.0,1.0,1.0,1.0,0.0
576,16,9.0,1.0,1.0,1.0,0.0
577,17,9.0,1.0,1.0,1.0,0.0
578,18,9.0,1.0,1.0,1.0,0.0
579,19,9.0,1.0,1.0,1.0,0.0
580,0,0.0,0.0,0.0,0.0,4.04672908782959
581,1,1.0,0.0714285746216774,0.0,0.0,4.207364082336426
582,2,2.0,0.1428571492433548,0.0,0.0,3.6403133869171143
583,3,3.0,0.2142857164144516,0.0,0.0,3.20768141746521
584,4,4.0,0.2857142984867096,0.0,0.0,3.5205326080322266
585,5,5.0,0.3571428656578064,0.0,0.0,3.3197851181030273
586,6,6.0,0.4285714328289032,1.0,1.0,0.5285218954086304
587,7,7.0,0.5,1.0,1.0,0.003532698377966881
588,8,8.0,0.5714285969734192,1.0,1.0,5.85019588470459e-05
589,9,8.0,0.5714285969734192,1.0,1.0,5.85019588470459e-05
590,10,10.0,0.7142857313156128,1.0,1.0,1.5443190932273865e-05
591,11,11.0,0.7857142686843872,1.0,1.0,4.172325134277344e-07
592,12,11.0,0.7857142686843872,1.0,1.0,4.172325134277344e-07
593,13,11.0,0.7857142686843872,1.0,1.0,4.172325134277344e-07
594,14,14.0,1.0,1.0,1.0,2.60770320892334e-08
595,15,14.0,1.0,1.0,1.0,2.60770320892334e-08
596,16,14.0,1.0,1.0,1.0,2.60770320892334e-08
597,17,14.0,1.0,1.0,1.0,2.60770320892334e-08
598,18,14.0,1.0,1.0,1.0,2.60770320892334e-08
599,19,14.0,1.0,1.0,1.0,2.60770320892334e-08
600,0,0.0,0.0,0.0,0.0,4.2310919761657715
601,1,1.0,0.09090909361839294,0.0,0.0,4.395420074462891
602,2,2.0,0.1818181872367859,0.0,0.0,4.271225929260254
603,3,3.0,0.27272728085517883,0.0,0.0,3.3725688457489014
604,4,4.0,0.3636363744735718,0.0,0.0,3.3621230125427246
605,5,5.0,0.4545454680919647,1.0,1.0,0.016560465097427368
606,6,6.0,0.5454545617103577,1.0,1.0,8.116988465189934e-05
607,7,7.0,0.6363636255264282,1.0,1.0,0.000903016421943903
608,8,8.0,0.7272727489471436,1.0,1.0,6.673811003565788e-05
609,9,8.0,0.7272727489471436,1.0,1.0,6.673811003565788e-05
610,10,8.0,0.7272727489471436,1.0,1.0,6.673811003565788e-05
611,11,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
612,12,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
613,13,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
614,14,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
615,15,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
616,16,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
617,17,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
618,18,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
619,19,11.0,1.0,1.0,1.0,-1.4901161193847656e-08
620,0,0.0,0.0,0.0,0.0,4.231142044067383
621,1,1.0,0.1111111119389534,0.0,0.0,4.395471096038818
622,2,2.0,0.2222222238779068,0.0,0.0,4.271275997161865
623,3,3.0,0.3333333432674408,0.0,0.0,3.372614860534668
624,4,4.0,0.4444444477558136,0.0,0.0,2.1718156337738037
625,5,5.0,0.5555555820465088,1.0,1.0,0.0165693461894989
626,6,6.0,0.6666666865348816,1.0,1.0,0.1683027595281601
627,7,7.0,0.7777777910232544,1.0,1.0,0.0009056348353624344
628,8,8.0,0.8888888955116272,1.0,1.0,2.277083694934845e-07
629,9,9.0,1.0,1.0,1.0,0.0
630,10,9.0,1.0,1.0,1.0,0.0
631,11,9.0,1.0,1.0,1.0,0.0
632,12,9.0,1.0,1.0,1.0,0.0
633,13,9.0,1.0,1.0,1.0,0.0
634,14,9.0,1.0,1.0,1.0,0.0
635,15,9.0,1.0,1.0,1.0,0.0
636,16,9.0,1.0,1.0,1.0,0.0
637,17,9.0,1.0,1.0,1.0,0.0
638,18,9.0,1.0,1.0,1.0,0.0
639,19,9.0,1.0,1.0,1.0,0.0
640,0,0.0,0.0,0.0,0.0,4.039405345916748
641,1,0.0,0.0,0.0,0.0,4.039405345916748
642,2,2.0,0.20000000298023224,0.0,0.0,3.633390188217163
643,3,3.0,0.30000001192092896,0.0,0.0,3.5563337802886963
644,4,3.0,0.30000001192092896,0.0,0.0,3.5563337802886963
645,5,5.0,0.5,0.0,0.0,3.3131802082061768
646,6,5.0,0.5,0.0,0.0,3.3131802082061768
647,7,7.0,0.699999988079071,1.0,1.0,0.00013864971697330475
648,8,8.0,0.800000011920929,1.0,1.0,1.3981014490127563e-05
649,9,8.0,0.800000011920929,1.0,1.0,1.3981014490127563e-05
650,10,10.0,1.0,1.0,1.0,1.862645149230957e-08
651,11,10.0,1.0,1.0,1.0,1.862645149230957e-08
652,12,10.0,1.0,1.0,1.0,1.862645149230957e-08
653,13,10.0,1.0,1.0,1.0,1.862645149230957e-08
654,14,10.0,1.0,1.0,1.0,1.862645149230957e-08
655,15,10.0,1.0,1.0,1.0,1.862645149230957e-08
656,16,10.0,1.0,1.0,1.0,1.862645149230957e-08
657,17,10.0,1.0,1.0,1.0,1.862645149230957e-08
658,18,10.0,1.0,1.0,1.0,1.862645149230957e-08
659,19,10.0,1.0,1.0,1.0,1.862645149230957e-08
660,0,0.0,0.0,0.0,0.0,4.2311601638793945
661,1,1.0,0.1111111119389534,0.0,0.0,4.39548921585083
662,2,2.0,0.2222222238779068,0.0,0.0,3.815354347229004
663,3,3.0,0.3333333432674408,0.0,0.0,3.3726308345794678
664,4,4.0,0.4444444477558136,0.0,0.0,2.1718292236328125
665,5,5.0,0.5555555820465088,0.0,0.0,2.13421368598938
666,6,6.0,0.6666666865348816,0.0,0.0,2.14422869682312
667,7,7.0,0.7777777910232544,1.0,1.0,0.0009065279737114906
668,8,8.0,0.8888888955116272,1.0,1.0,1.471489667892456e-07
669,9,9.0,1.0,1.0,1.0,2.6542693376541138e-08
670,10,9.0,1.0,1.0,1.0,2.6542693376541138e-08
671,11,9.0,1.0,1.0,1.0,2.6542693376541138e-08
672,12,9.0,1.0,1.0,1.0,2.6542693376541138e-08
673,13,9.0,1.0,1.0,1.0,2.6542693376541138e-08
674,14,9.0,1.0,1.0,1.0,2.6542693376541138e-08
675,15,9.0,1.0,1.0,1.0,2.6542693376541138e-08
676,16,9.0,1.0,1.0,1.0,2.6542693376541138e-08
677,17,9.0,1.0,1.0,1.0,2.6542693376541138e-08
678,18,9.0,1.0,1.0,1.0,2.6542693376541138e-08
679,19,9.0,1.0,1.0,1.0,2.6542693376541138e-08
680,0,0.0,0.0,0.0,0.0,4.039405345916748
681,1,0.0,0.0,0.0,0.0,4.039405345916748
682,2,2.0,0.20000000298023224,0.0,0.0,3.633390188217163
683,3,3.0,0.30000001192092896,0.0,0.0,3.5563337802886963
684,4,3.0,0.30000001192092896,0.0,0.0,3.5563337802886963
685,5,5.0,0.5,0.0,0.0,3.3131802082061768
686,6,5.0,0.5,0.0,0.0,3.3131802082061768
687,7,7.0,0.699999988079071,1.0,1.0,0.00013864971697330475
688,8,8.0,0.800000011920929,1.0,1.0,1.3981014490127563e-05
689,9,8.0,0.800000011920929,1.0,1.0,1.3981014490127563e-05
690,10,10.0,1.0,1.0,1.0,1.862645149230957e-08
691,11,10.0,1.0,1.0,1.0,1.862645149230957e-08
692,12,10.0,1.0,1.0,1.0,1.862645149230957e-08
693,13,10.0,1.0,1.0,1.0,1.862645149230957e-08
694,14,10.0,1.0,1.0,1.0,1.862645149230957e-08
695,15,10.0,1.0,1.0,1.0,1.862645149230957e-08
696,16,10.0,1.0,1.0,1.0,1.862645149230957e-08
697,17,10.0,1.0,1.0,1.0,1.862645149230957e-08
698,18,10.0,1.0,1.0,1.0,1.862645149230957e-08
699,19,10.0,1.0,1.0,1.0,1.862645149230957e-08
